route_id,service_id,trip_id,trip_headsign,direction_id,block_id
6,1,636,"HOBOKEN/WEST SIDE/22ND",1,"170B42054"
6,1,637,"HOBOKEN/WEST SIDE/22ND",1,"170B42055"
6,1,638,"HOBOKEN/WEST SIDE/22ND",1,"170B42051"
6,1,639,"HOBOKEN/WEST SIDE/22ND",1,"170B42052"
6,1,640,"HOBOKEN/WEST SIDE/22ND",1,"170B42011"
6,1,641,"HOBOKEN/WEST SIDE/22ND",1,"170B42054"
6,1,642,"HOBOKEN/WEST SIDE/22ND",1,"170B42055"
6,1,643,"HOBOKEN/WEST SIDE/22ND",1,"170B42011"
6,1,644,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,645,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,646,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,647,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,648,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,649,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,650,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,651,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,652,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,653,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,654,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,655,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,656,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,657,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,658,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,659,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,660,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,661,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,662,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,663,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,664,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,665,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,666,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,667,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,668,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,669,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,670,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,671,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,672,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,673,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,674,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,675,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,676,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,677,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,678,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,679,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,680,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,681,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,682,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,683,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,684,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,685,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
6,1,686,"HOBOKEN/WEST SIDE/22ND",1,"170B42031"
6,1,687,"HOBOKEN/WEST SIDE/22ND",1,"170B42032"
