trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
505,07:06:00,07:06:00,38442,5,0,0,3.7364
505,07:07:00,07:07:00,38441,6,0,0,4.3557
505,07:13:00,07:13:00,37378,7,0,0,5.7284
505,07:15:00,07:15:00,37377,8,0,0,6.0214
505,07:17:00,07:17:00,37376,9,0,0,6.3682
505,07:19:00,07:19:00,36994,10,0,0,6.6170
505,07:21:00,07:21:00,36995,11,0,0,6.9110
505,07:23:00,07:23:00,36996,12,0,0,7.3189
505,07:24:00,07:24:00,36997,13,0,0,7.5962
505,07:27:00,07:27:00,36998,14,0,0,8.2777
505,07:30:00,07:30:00,36999,15,0,0,9.1508
505,07:32:00,07:32:00,37000,16,0,0,9.4924
505,07:34:00,07:34:00,37001,17,0,0,10.0597
506,07:16:00,07:16:00,38579,1,0,0,0.0000
506,07:18:00,07:18:00,38578,2,0,0,0.6373
506,07:20:00,07:20:00,9878,3,0,0,1.2936
506,07:23:00,07:23:00,17699,4,0,0,2.4542
506,07:26:00,07:26:00,38442,5,0,0,3.7364
506,07:27:00,07:27:00,38441,6,0,0,4.3557
506,07:33:00,07:33:00,37378,7,0,0,5.7284
506,07:35:00,07:35:00,37377,8,0,0,6.0214
506,07:37:00,07:37:00,37376,9,0,0,6.3682
506,07:39:00,07:39:00,36994,10,0,0,6.6170
506,07:41:00,07:41:00,36995,11,0,0,6.9110
506,07:43:00,07:43:00,36996,12,0,0,7.3189
506,07:44:00,07:44:00,36997,13,0,0,7.5962
506,07:47:00,07:47:00,36998,14,0,0,8.2777
506,07:50:00,07:50:00,36999,15,0,0,9.1508
506,07:52:00,07:52:00,37000,16,0,0,9.4924
506,07:54:00,07:54:00,37001,17,0,0,10.0597
507,07:36:00,07:36:00,38579,1,0,0,0.0000
507,07:38:00,07:38:00,38578,2,0,0,0.6373
507,07:40:00,07:40:00,9878,3,0,0,1.2936
507,07:43:00,07:43:00,17699,4,0,0,2.4542
507,07:46:00,07:46:00,38442,5,0,0,3.7364
507,07:47:00,07:47:00,38441,6,0,0,4.3557
507,07:53:00,07:53:00,37378,7,0,0,5.7284
507,07:55:00,07:55:00,37377,8,0,0,6.0214
507,07:57:00,07:57:00,37376,9,0,0,6.3682
507,07:59:00,07:59:00,36994,10,0,0,6.6170
507,08:01:00,08:01:00,36995,11,0,0,6.9110
507,08:03:00,08:03:00,36996,12,0,0,7.3189
507,08:04:00,08:04:00,36997,13,0,0,7.5962
507,08:07:00,08:07:00,36998,14,0,0,8.2777
507,08:10:00,08:10:00,36999,15,0,0,9.1508
507,08:12:00,08:12:00,37000,16,0,0,9.4924
507,08:14:00,08:14:00,37001,17,0,0,10.0597
508,07:56:00,07:56:00,38579,1,0,0,0.0000
508,07:58:00,07:58:00,38578,2,0,0,0.6373
508,08:00:00,08:00:00,9878,3,0,0,1.2936
508,08:03:00,08:03:00,17699,4,0,0,2.4542
508,08:06:00,08:06:00,38442,5,0,0,3.7364
508,08:07:00,08:07:00,38441,6,0,0,4.3557
508,08:13:00,08:13:00,37378,7,0,0,5.7284
508,08:15:00,08:15:00,37377,8,0,0,6.0214
508,08:17:00,08:17:00,37376,9,0,0,6.3682
508,08:19:00,08:19:00,36994,10,0,0,6.6170
